PSNR_YYUV
C:\Users\TMTuu\Videos\video_phat.mp4
C:\Users\TMTuu\Videos\video_thu.mp4
AVG: 22.63383293
27.33366203
27.20611572
26.63483047
26.66832924
27.00261116
27.08213425
26.98623657
27.15072250
27.01768684
27.50270844
26.96868134
27.23803329
26.53060532
26.50441933
26.60982132
26.29312134
26.00054932
26.16333008
25.69032669
25.65101242
25.80735016
25.93906212
25.77486229
26.07757568
25.71873093
25.71844292
25.76788330
25.55200768
25.42739487
25.42136192
24.95458412
24.99347878
25.00265312
24.96795273
25.77601242
25.92914581
25.58377838
25.63648033
27.02870941
25.60980225
25.84400940
25.84108353
26.82595825
26.33507538
27.84270477
27.29770660
26.43677711
27.47882843
26.32491112
26.54570389
27.07487869
26.92632484
27.26901817
27.26070023
27.13941574
27.15280724
27.29207993
29.32275009
26.95961380
26.97101784
26.97130966
27.04030991
27.19493484
27.19892120
28.26062393
28.86749458
27.28850365
27.23462105
27.12150764
27.10773468
27.17141151
27.16537666
27.36406708
27.10832596
28.77962112
27.72987556
27.25156975
27.29167938
28.18141174
27.67705917
27.22806931
27.59920120
28.14204788
27.53339386
27.41120911
27.22563553
26.49094009
26.37686920
27.95154572
27.04288483
26.81968307
26.19826889
26.21018982
26.28717041
26.45296288
27.12669373
26.65268326
26.71504784
26.72629929
26.68653679
26.57092094
26.54325676
26.52070808
26.45233536
26.25806427
26.65549850
27.75642204
26.21644592
26.07107162
26.09262276
26.17587280
26.25081062
26.09434319
26.52703476
25.97099686
26.67200851
25.85627556
25.88006020
25.82100296
25.83442307
25.82440567
25.87266731
25.91609192
25.84723663
25.81290054
25.97087860
26.31302643
25.69289780
25.81604195
26.78796768
25.58784485
25.54551125
25.45478439
26.42874146
25.39941978
25.35451508
25.31951141
25.38764954
26.20497513
26.75481796
26.72074509
26.29347229
25.67224693
25.68574524
25.68688202
26.35678101
25.78088951
25.80533028
26.73694611
25.99205399
25.91260147
25.87197876
25.71702957
25.64698219
26.06100082
25.72659302
26.23562622
26.25136948
26.93186188
25.46376228
25.41145706
25.38366127
26.09329033
26.07363510
25.25260925
25.90635109
25.32088470
25.35105133
25.72355652
25.14857864
25.70883560
24.97330475
24.90013313
24.80131149
25.06062508
24.70888138
24.66319847
26.94974899
24.67993927
24.68161392
24.77094650
25.96987915
26.36455536
25.58121872
24.89498138
24.81737137
24.81056213
24.71601868
24.66919136
24.72917747
25.75956154
25.57126045
24.66514206
24.79161453
24.97514343
25.13942909
25.32307625
25.87680435
25.96961212
26.06396866
25.86217499
26.02436066
26.11459923
25.85767555
25.53722572
25.49114990
25.20453453
24.46014595
24.10131836
25.76652145
24.53773499
24.05400276
24.22093964
24.56886101
25.15151215
24.99322510
25.56724930
25.97037506
26.02759933
25.45916557
25.43360710
25.08014297
24.86660957
24.71583366
26.20659637
24.78688431
25.06252670
25.01294327
24.87199020
24.89682007
24.57869530
25.07521820
24.52663422
25.31906128
25.17711258
24.78584099
24.70093155
25.64274979
24.21831131
24.25052452
24.08002663
24.16246223
24.28272247
24.84692001
24.43233109
24.82378769
24.73936081
24.39827156
24.99225426
24.40158844
24.28067780
26.05032921
28.66369247
27.63191605
26.58390999
27.21635056
27.28717041
27.11598396
27.05095482
26.97837448
27.13045120
26.97199059
27.04499435
26.99337959
26.98879242
26.95461273
27.02390480
26.86968803
26.41884804
26.22533035
25.88591766
26.29611206
26.19960785
26.14321899
27.55786514
28.38012695
27.05075264
26.36659431
26.14935875
26.04354858
25.89931488
25.12996674
24.75777435
24.50777054
24.40313339
24.39449310
24.57213593
24.92077637
26.00107384
27.18173027
30.59796143
30.25570869
28.41230011
29.21020508
30.21693039
28.38483620
27.43686295
26.81394577
26.29905319
25.72069931
25.52806091
25.72929573
26.38190842
26.81318665
27.73925591
27.46246719
26.65995598
26.33234215
25.01129913
25.02168846
24.23926163
24.24745178
23.34409904
23.34493256
22.86495399
22.81620026
23.16329002
22.82614708
22.65280151
22.67804718
22.66900826
22.67745781
22.94781685
22.92458534
23.41215324
22.96158218
23.04613304
23.00502777
23.16926003
23.56167984
23.57662201
23.45783043
23.43102646
23.99127960
24.05992508
23.69284630
23.99967194
23.67670250
24.32651329
23.64707565
23.63456535
23.58321762
23.60184097
24.61590004
23.63526154
23.62683868
23.87366867
23.72833633
23.75801468
24.19618797
23.77884293
23.90277863
23.79477692
24.05412483
23.69693375
23.63875198
24.02784538
23.58105659
23.57214355
23.53029251
23.74553871
23.54658508
24.34859467
23.63978386
24.31335258
23.72875214
23.75953484
23.74752426
23.96896744
23.70993614
23.77289772
24.02195168
24.41256332
23.86466599
23.89350128
23.88861465
23.91097641
24.42821503
23.93087387
23.95435524
23.99596405
23.96805000
24.04266548
24.00941086
23.98871422
23.98563194
23.95552635
23.93244171
24.41179276
23.89444160
24.42783356
23.92075348
24.01217651
24.05376625
25.11236191
24.65747643
25.51024628
25.56852341
27.85916519
27.89349365
28.60227394
28.59854889
26.45277405
26.47763824
24.63411140
25.08978844
23.22974396
23.24188995
21.76920128
21.75284386
20.58007050
20.48607826
19.86478043
19.86739922
20.23021889
19.76202774
19.93818092
20.31268311
20.55627823
20.49168587
22.62980461
